WAP001,WAP002,WAP003,WAP004,WAP005,WAP006,WAP007,WAP008,WAP009,WAP010
-80,-86,-79,-68,-72,-70,-62,-87,-85,-55
-77,-88,-86,-65,-74,-65,-65,-83,-85,-54
-79,-94,-90,-63,-78,-61,-66,-85,-85,-50
-79,-87,-82,-65,-75,-65,-64,-83,-81,-54
-79,-92,-85,-69,-74,-68,-67,-87,-82,-53
-83,-85,-84,-64,-76,-67,-62,-85,-86,-54
-81,-88,-81,-68,-79,-65,-69,-84,-78,-57
-80,-86,-85,-64,-77,-64,-65,-81,-82,-55
-87,-81,-79,-60,-77,-68,-57,-85,-92,-54
-77,-88,-82,-67,-76,-67,-67,-81,-80,-56
-83,-86,-79,-66,-79,-68,-68,-85,-83,-56
-84,-97,-92,-62,-84,-58,-66,-85,-80,-46
-80,-101,-88,-69,-77,-62,-63,-91,-82,-46
-79,-93,-89,-65,-76,-62,-63,-86,-85,-50
-84,-89,-89,-58,-80,-61,-60,-85,-90,-50
-82,-84,-79,-65,-78,-68,-67,-84,-83,-57
-78,-89,-83,-67,-78,-64,-69,-82,-78,-56
-83,-82,-81,-65,-78,-67,-63,-82,-82,-56
-86,-88,-80,-68,-76,-69,-58,-91,-89,-52
-84,-87,-82,-64,-80,-66,-66,-84,-82,-54
-80,-96,-84,-71,-74,-67,-61,-90,-83,-50
-81,-89,-86,-67,-74,-71,-66,-87,-85,-51
-80,-94,-90,-63,-79,-62,-67,-84,-84,-50
-86,-86,-83,-59,-78,-63,-56,-84,-89,-51
-79,-84,-79,-66,-75,-68,-67,-82,-82,-57
-78,-89,-85,-68,-72,-69,-65,-86,-84,-54
-82,-92,-85,-68,-78,-67,-68,-86,-81,-52
-89,-85,-78,-61,-81,-66,-57,-84,-85,-53
-84,-89,-89,-59,-80,-60,-59,-85,-88,-49
-80,-80,-81,-63,-75,-66,-61,-81,-85,-57
-82,-89,-83,-62,-81,-59,-65,-80,-77,-54
-89,-87,-88,-56,-82,-59,-55,-85,-90,-48
-80,-94,-86,-65,-80,-62,-70,-85,-80,-51
-80,-86,-78,-69,-76,-68,-66,-84,-79,-58
-81,-87,-83,-65,-76,-67,-64,-82,-82,-54
-89,-85,-79,-61,-78,-70,-57,-88,-93,-50
-84,-89,-80,-69,-74,-72,-63,-90,-87,-53
-83,-92,-82,-69,-76,-69,-64,-88,-84,-53
-83,-84,-78,-66,-77,-70,-63,-83,-83,-57
-83,-82,-78,-65,-75,-72,-62,-85,-88,-55
-83,-88,-89,-61,-76,-65,-61,-86,-91,-51
-79,-87,-84,-65,-77,-65,-66,-83,-82,-54
-86,-88,-79,-68,-76,-73,-63,-90,-88,-53
-78,-91,-84,-69,-74,-66,-62,-86,-83,-53
-86,-82,-80,-62,-77,-69,-58,-85,-89,-53
-79,-92,-88,-64,-78,-64,-65,-83,-83,-51
-89,-88,-88,-57,-83,-58,-57,-84,-87,-49
-87,-85,-82,-63,-80,-65,-59,-83,-84,-53
-82,-86,-83,-68,-74,-71,-64,-86,-83,-53
-82,-90,-85,-67,-77,-67,-65,-84,-80,-52
-79,-92,-89,-65,-75,-64,-64,-86,-86,-51
-85,-85,-80,-65,-77,-70,-62,-85,-86,-53
-83,-89,-89,-59,-79,-61,-59,-86,-91,-48
-85,-87,-78,-67,-79,-68,-65,-86,-83,-56
-82,-83,-83,-63,-76,-67,-62,-83,-85,-55
-79,-97,-88,-66,-81,-60,-70,-85,-78,-51
-81,-88,-79,-69,-75,-68,-63,-86,-81,-55
-82,-89,-81,-66,-77,-67,-62,-85,-86,-54
-79,-92,-89,-66,-78,-62,-69,-84,-79,-52
-80,-97,-91,-65,-76,-67,-65,-89,-87,-47
-83,-88,-87,-61,-78,-63,-60,-84,-88,-52
-86,-86,-83,-60,-78,-65,-57,-85,-89,-52
-83,-80,-80,-60,-76,-67,-59,-83,-90,-54
-87,-82,-83,-59,-81,-61,-56,-80,-85,-55
-81,-89,-86,-67,-74,-69,-63,-88,-87,-52
-83,-83,-77,-65,-75,-70,-59,-86,-88,-54
-86,-80,-82,-58,-78,-64,-54,-83,-91,-53
-81,-89,-81,-70,-73,-70,-64,-88,-83,-55
-83,-84,-86,-63,-76,-63,-59,-84,-86,-54
-80,-85,-83,-65,-78,-62,-66,-80,-78,-57
-90,-89,-89,-61,-81,-64,-58,-88,-87,-45
-80,-97,-86,-69,-77,-62,-64,-88,-80,-49
-86,-85,-76,-64,-79,-67,-59,-84,-83,-56
-86,-85,-84,-60,-77,-68,-59,-87,-92,-51
-84,-97,-94,-58,-84,-56,-66,-85,-85,-45
-85,-81,-75,-64,-77,-69,-60,-83,-86,-58
-76,-93,-88,-65,-79,-62,-72,-82,-78,-53
-79,-90,-82,-68,-78,-63,-67,-82,-76,-55
-85,-93,-85,-70,-76,-71,-66,-91,-84,-50
-79,-93,-83,-69,-72,-71,-66,-88,-85,-54
-86,-84,-86,-60,-80,-59,-57,-82,-85,-53
-79,-94,-90,-66,-73,-70,-66,-88,-89,-50
-83,-80,-77,-65,-77,-67,-62,-81,-82,-59
-80,-82,-77,-68,-74,-72,-65,-84,-84,-58
-88,-81,-85,-57,-81,-60,-55,-82,-89,-53
-86,-81,-78,-59,-81,-62,-56,-79,-84,-56
-82,-89,-82,-68,-74,-71,-63,-89,-86,-52
-84,-85,-77,-65,-76,-70,-61,-86,-87,-55
-85,-87,-78,-66,-78,-67,-60,-85,-82,-55
-82,-83,-77,-68,-75,-72,-65,-86,-85,-57
-82,-92,-90,-61,-80,-61,-64,-86,-88,-50
-81,-99,-86,-67,-77,-66,-67,-90,-85,-49
-83,-87,-84,-66,-76,-69,-65,-85,-84,-54
-82,-91,-90,-59,-80,-60,-63,-85,-87,-50
-87,-86,-78,-66,-79,-70,-62,-86,-84,-55
-87,-94,-87,-64,-82,-64,-66,-88,-82,-48
-81,-89,-85,-63,-79,-60,-60,-82,-82,-52
-77,-91,-85,-68,-74,-66,-67,-84,-79,-53
-84,-86,-83,-65,-77,-65,-60,-83,-82,-53
-81,-85,-86,-66,-76,-66,-65,-84,-83,-55
-81,-83,-82,-65,-74,-68,-61,-85,-88,-55
-82,-90,-87,-63,-80,-60,-65,-82,-80,-52
-86,-89,-83,-64,-80,-66,-64,-87,-84,-51
-84,-89,-79,-69,-78,-67,-66,-87,-80,-55
-82,-86,-86,-60,-79,-61,-63,-82,-86,-52
-89,-87,-83,-60,-80,-64,-56,-84,-86,-49
-82,-84,-79,-65,-77,-67,-64,-84,-84,-56
-83,-95,-81,-71,-74,-69,-62,-92,-84,-51
-83,-88,-77,-69,-77,-66,-61,-86,-79,-56
-84,-91,-79,-70,-78,-68,-64,-89,-83,-54
-84,-95,-88,-66,-82,-62,-70,-86,-78,-50
-84,-96,-85,-71,-76,-69,-64,-93,-84,-49
-81,-85,-85,-64,-75,-64,-63,-85,-85,-54
-86,-87,-85,-62,-79,-60,-57,-84,-84,-52
-85,-86,-78,-69,-77,-72,-65,-87,-83,-57
-82,-83,-79,-66,-76,-68,-63,-83,-83,-58
-82,-82,-76,-68,-74,-71,-62,-86,-85,-57
-78,-87,-86,-65,-77,-65,-67,-82,-81,-54
-80,-88,-82,-66,-77,-67,-67,-84,-82,-54
-87,-83,-84,-59,-80,-62,-56,-82,-87,-52
-85,-88,-84,-65,-80,-65,-63,-84,-81,-52
-85,-86,-76,-65,-78,-69,-62,-86,-86,-56
-81,-87,-86,-64,-78,-61,-64,-84,-81,-53
-82,-86,-78,-67,-76,-67,-61,-84,-81,-56
-85,-84,-83,-63,-78,-62,-57,-83,-82,-54
-87,-92,-83,-66,-79,-69,-63,-88,-84,-51
-81,-90,-85,-69,-75,-71,-66,-87,-83,-52
-79,-85,-82,-67,-73,-67,-63,-84,-82,-56
-77,-95,-89,-67,-75,-68,-69,-86,-84,-50
-83,-85,-79,-64,-77,-66,-60,-82,-82,-54
-80,-90,-84,-64,-78,-65,-67,-84,-84,-53
-82,-79,-77,-65,-77,-68,-62,-80,-82,-59
-85,-82,-78,-64,-76,-71,-61,-85,-88,-54
-87,-85,-79,-66,-79,-68,-62,-85,-84,-56
-79,-85,-78,-68,-75,-69,-67,-83,-81,-58
-81,-96,-84,-71,-75,-65,-62,-90,-80,-50
-82,-83,-82,-66,-75,-69,-64,-83,-83,-55
-82,-87,-83,-63,-80,-62,-66,-80,-77,-55
-82,-85,-86,-65,-75,-68,-63,-85,-86,-54
-81,-93,-85,-67,-76,-64,-62,-88,-84,-51
-78,-87,-80,-69,-74,-67,-64,-83,-80,-57
-80,-88,-79,-70,-73,-69,-64,-86,-81,-56
-83,-88,-91,-61,-78,-62,-62,-87,-90,-50
-80,-90,-87,-64,-75,-64,-61,-85,-86,-52
-81,-83,-81,-63,-76,-65,-62,-81,-83,-56
-80,-82,-81,-63,-76,-66,-65,-81,-83,-57
-82,-88,-81,-69,-74,-71,-65,-88,-84,-55
-82,-88,-81,-67,-73,-70,-61,-89,-88,-53
-88,-85,-87,-59,-80,-63,-58,-85,-89,-49
-84,-87,-83,-68,-77,-69,-65,-84,-80,-54
-79,-88,-81,-68,-75,-67,-65,-83,-80,-56
-84,-93,-84,-67,-79,-65,-65,-88,-82,-51
-84,-86,-80,-62,-79,-65,-61,-83,-83,-54
-80,-97,-86,-68,-78,-63,-65,-88,-81,-49
-83,-92,-88,-63,-80,-62,-65,-85,-82,-51
-81,-87,-80,-69,-75,-68,-63,-86,-82,-56
-81,-94,-83,-69,-77,-65,-64,-88,-81,-52
-82,-85,-85,-59,-78,-63,-62,-83,-88,-52
-85,-92,-91,-57,-81,-60,-61,-87,-91,-45
-80,-91,-88,-61,-81,-59,-70,-82,-80,-52
-86,-85,-83,-58,-79,-62,-55,-84,-89,-50
-78,-88,-83,-67,-73,-66,-62,-85,-83,-53
-80,-86,-81,-66,-76,-64,-63,-83,-79,-55
-92,-88,-80,-64,-82,-67,-58,-88,-85,-50
-82,-80,-76,-65,-76,-69,-62,-81,-82,-59
-83,-89,-81,-67,-79,-67,-68,-85,-81,-55
-78,-93,-88,-65,-78,-61,-68,-84,-80,-52
-84,-82,-74,-67,-77,-70,-62,-84,-82,-59
-87,-85,-81,-58,-81,-62,-57,-82,-86,-52
-84,-86,-85,-62,-76,-65,-58,-87,-90,-52
-78,-86,-84,-66,-73,-68,-64,-84,-86,-55
-86,-92,-88,-61,-80,-64,-62,-86,-85,-49
-85,-84,-74,-69,-76,-72,-63,-87,-85,-58
-82,-87,-78,-65,-78,-66,-63,-82,-81,-57
-79,-91,-86,-66,-78,-63,-67,-82,-79,-52
-84,-88,-84,-64,-78,-67,-66,-87,-85,-51
-80,-84,-80,-65,-77,-65,-66,-81,-79,-59
-78,-86,-80,-66,-75,-68,-66,-82,-82,-56
-85,-93,-80,-69,-76,-68,-61,-89,-84,-53
-87,-92,-87,-62,-79,-66,-61,-87,-86,-48
-81,-86,-82,-64,-77,-64,-62,-81,-80,-56
-81,-90,-87,-63,-76,-65,-61,-85,-88,-52
-89,-87,-89,-57,-82,-59,-56,-85,-91,-49
-85,-92,-86,-67,-78,-64,-59,-90,-87,-50
-79,-90,-81,-67,-77,-66,-66,-84,-81,-55
-82,-88,-82,-64,-80,-64,-66,-81,-79,-56
-84,-85,-84,-60,-80,-62,-60,-82,-86,-53
-79,-88,-82,-67,-78,-62,-65,-81,-76,-56
-85,-92,-82,-67,-78,-70,-64,-88,-85,-52
-82,-88,-82,-65,-79,-64,-64,-82,-79,-54
-84,-87,-80,-64,-80,-67,-66,-85,-83,-55
-79,-90,-81,-70,-76,-65,-65,-85,-78,-55
-78,-99,-91,-67,-77,-62,-67,-88,-81,-47
-86,-93,-84,-69,-77,-71,-64,-91,-85,-51
-85,-88,-82,-66,-78,-69,-63,-85,-83,-53
-82,-85,-86,-61,-78,-63,-63,-83,-86,-54
-80,-94,-88,-66,-76,-68,-68,-87,-85,-50
-81,-88,-86,-63,-80,-62,-67,-82,-80,-52
-80,-84,-81,-67,-75,-70,-66,-83,-83,-56
-84,-99,-84,-71,-74,-70,-62,-95,-88,-48
-84,-80,-83,-61,-78,-63,-59,-81,-85,-57
-86,-81,-81,-62,-79,-63,-57,-83,-85,-56
-85,-89,-85,-61,-83,-58,-62,-81,-79,-52
-82,-81,-82,-64,-77,-63,-60,-82,-83,-57
-84,-87,-87,-58,-80,-62,-62,-85,-89,-50
-88,-86,-90,-58,-81,-59,-56,-85,-90,-50
-87,-83,-81,-61,-78,-69,-57,-86,-91,-51
-82,-88,-87,-64,-76,-67,-63,-86,-88,-51
-87,-82,-80,-62,-78,-65,-57,-85,-87,-55
-80,-90,-85,-64,-74,-67,-63,-85,-86,-53
-80,-88,-85,-64,-76,-65,-64,-83,-84,-54
-85,-84,-82,-59,-81,-60,-59,-80,-82,-55
-82,-81,-77,-67,-74,-72,-63,-85,-87,-57
-90,-82,-88,-55,-81,-59,-52,-85,-94,-51
-79,-87,-82,-65,-79,-61,-66,-79,-75,-57
-83,-84,-85,-62,-78,-64,-60,-83,-89,-54
-80,-88,-85,-67,-73,-65,-60,-87,-85,-52
-80,-85,-82,-67,-74,-67,-62,-85,-84,-56
-79,-93,-87,-65,-78,-65,-67,-83,-82,-51
-80,-89,-82,-64,-79,-62,-66,-81,-78,-55
-85,-90,-87,-57,-83,-58,-59,-82,-86,-49
-80,-80,-77,-64,-76,-67,-63,-79,-81,-58
-85,-92,-78,-70,-77,-69,-61,-91,-85,-53
-82,-83,-78,-66,-76,-66,-61,-82,-82,-58
-86,-85,-85,-57,-81,-61,-57,-83,-89,-51
-77,-90,-86,-65,-76,-65,-68,-83,-82,-53
-79,-89,-82,-70,-74,-68,-67,-85,-79,-55
-88,-84,-77,-64,-78,-71,-60,-88,-89,-54
-81,-88,-82,-68,-75,-67,-61,-86,-85,-54
-78,-92,-86,-68,-76,-67,-68,-85,-80,-53
-88,-82,-83,-60,-81,-62,-56,-82,-85,-53
-81,-83,-80,-68,-74,-72,-66,-85,-83,-56
-82,-86,-78,-67,-76,-68,-64,-86,-83,-56
-80,-93,-87,-66,-79,-61,-65,-83,-77,-51
-80,-93,-88,-68,-74,-71,-67,-88,-85,-50
-90,-90,-83,-61,-82,-65,-60,-87,-86,-48
-80,-91,-80,-68,-75,-69,-64,-86,-83,-55
-77,-87,-81,-68,-74,-70,-67,-83,-82,-57
-79,-90,-85,-64,-79,-62,-67,-82,-79,-52
-79,-92,-89,-64,-77,-62,-64,-85,-85,-50
-90,-83,-82,-56,-80,-64,-53,-85,-92,-50
-82,-89,-87,-61,-77,-65,-61,-84,-88,-52
-84,-87,-82,-67,-75,-68,-59,-89,-88,-52
-83,-89,-81,-68,-75,-69,-63,-86,-82,-55
-79,-91,-82,-70,-73,-69,-65,-87,-81,-54
-83,-89,-82,-64,-80,-64,-67,-84,-81,-54
-77,-93,-87,-65,-78,-61,-68,-81,-78,-53
-90,-83,-78,-59,-81,-65,-55,-84,-88,-54
-86,-86,-85,-59,-84,-57,-61,-80,-80,-53
-81,-94,-84,-68,-78,-65,-66,-87,-81,-52
-80,-90,-84,-66,-77,-65,-66,-86,-81,-52
-82,-90,-85,-65,-81,-62,-68,-82,-78,-53
-83,-98,-85,-68,-77,-67,-66,-91,-84,-50
-81,-88,-81,-69,-74,-68,-63,-87,-83,-55
-85,-86,-84,-63,-78,-66,-61,-84,-86,-54
-86,-89,-82,-65,-78,-68,-62,-87,-84,-52
-81,-88,-82,-69,-74,-68,-63,-86,-82,-54
-84,-90,-80,-69,-76,-72,-65,-89,-86,-55
-80,-92,-85,-66,-76,-63,-61,-85,-82,-51
-80,-92,-89,-63,-78,-63,-67,-85,-84,-49
-81,-85,-78,-64,-78,-66,-63,-81,-82,-57
-81,-89,-84,-67,-74,-70,-65,-87,-86,-54
-87,-82,-82,-61,-77,-68,-57,-86,-90,-51
-88,-85,-84,-57,-81,-61,-55,-84,-90,-51
-85,-87,-84,-67,-77,-69,-64,-86,-82,-51
-84,-81,-82,-60,-77,-65,-59,-83,-88,-54
-83,-88,-79,-69,-78,-68,-65,-85,-82,-56
-81,-95,-88,-66,-81,-63,-72,-85,-79,-51
-79,-91,-87,-66,-76,-64,-64,-86,-83,-52
-81,-86,-78,-69,-73,-70,-61,-87,-84,-55
-81,-88,-82,-67,-75,-66,-62,-87,-84,-52
-87,-82,-79,-60,-76,-68,-55,-87,-94,-51
-80,-89,-83,-69,-72,-71,-65,-87,-84,-53
-85,-87,-85,-63,-76,-69,-61,-88,-90,-51
-82,-84,-84,-63,-75,-67,-62,-84,-87,-55
-77,-94,-87,-66,-77,-62,-68,-84,-80,-52
-82,-91,-90,-63,-75,-63,-58,-88,-91,-48
-85,-80,-79,-63,-78,-67,-60,-83,-85,-57
-83,-83,-83,-61,-79,-62,-61,-80,-83,-57
-80,-88,-83,-64,-79,-61,-61,-81,-79,-54
-89,-81,-83,-56,-80,-62,-52,-83,-91,-52
-85,-82,-85,-62,-77,-63,-56,-86,-89,-53
-80,-85,-81,-65,-78,-62,-65,-80,-77,-58
-81,-87,-82,-65,-78,-61,-61,-82,-79,-54
-82,-95,-89,-64,-77,-61,-57,-87,-88,-47
-87,-86,-87,-63,-78,-66,-60,-86,-86,-50
-81,-88,-78,-70,-73,-70,-63,-87,-82,-56
-91,-90,-90,-54,-85,-55,-55,-84,-89,-47
-90,-89,-86,-60,-84,-60,-57,-84,-82,-48
-82,-97,-93,-62,-80,-58,-65,-88,-84,-47
-78,-92,-89,-62,-80,-60,-68,-82,-82,-51
-86,-83,-82,-61,-79,-64,-58,-82,-85,-54
-81,-97,-91,-66,-74,-68,-63,-91,-89,-46
-85,-89,-81,-65,-77,-68,-60,-87,-87,-52
-85,-91,-83,-68,-75,-71,-63,-90,-86,-51
-77,-90,-82,-68,-74,-67,-66,-84,-81,-55
-82,-88,-82,-61,-80,-62,-64,-81,-81,-53
-81,-86,-83,-60,-79,-62,-63,-81,-84,-54
-79,-85,-84,-65,-74,-68,-64,-83,-87,-55
-79,-93,-88,-64,-81,-60,-72,-81,-76,-52
-77,-93,-88,-65,-77,-62,-66,-83,-83,-51
-83,-84,-85,-61,-78,-63,-58,-83,-88,-54
-84,-91,-86,-66,-77,-64,-58,-89,-89,-50
-80,-87,-85,-65,-77,-65,-65,-84,-83,-54
-77,-87,-83,-66,-76,-66,-66,-82,-82,-55
-84,-85,-79,-66,-78,-65,-61,-82,-79,-56
-82,-88,-83,-64,-80,-63,-63,-80,-79,-53
-80,-78,-81,-64,-74,-67,-60,-83,-86,-57
-91,-92,-90,-54,-87,-54,-55,-84,-86,-46
-80,-92,-88,-66,-79,-63,-71,-84,-77,-52
-79,-84,-79,-67,-73,-69,-63,-83,-82,-56
-80,-90,-83,-67,-78,-65,-67,-84,-81,-55
-80,-85,-84,-67,-75,-68,-66,-83,-81,-56
-80,-83,-85,-62,-75,-65,-61,-83,-89,-54
-87,-84,-79,-64,-79,-68,-60,-84,-84,-54
-83,-91,-86,-64,-77,-66,-63,-85,-85,-52
-83,-83,-83,-64,-74,-68,-59,-88,-91,-53
-79,-89,-83,-66,-74,-65,-62,-84,-82,-54
-84,-87,-84,-64,-77,-65,-60,-88,-89,-51
-79,-90,-87,-65,-75,-64,-62,-86,-86,-51
-77,-90,-84,-68,-74,-68,-67,-83,-81,-54
-82,-96,-84,-67,-78,-68,-65,-89,-86,-50
-83,-89,-81,-67,-79,-65,-64,-83,-78,-55
-85,-84,-78,-67,-78,-70,-64,-85,-83,-56
-80,-88,-87,-62,-79,-62,-64,-81,-84,-54
-84,-86,-84,-62,-77,-67,-61,-84,-87,-53
-83,-81,-75,-65,-77,-69,-62,-82,-84,-59
-84,-97,-91,-64,-82,-62,-67,-86,-80,-47
-88,-92,-84,-66,-81,-67,-68,-90,-85,-50
-88,-85,-84,-61,-79,-66,-57,-85,-87,-49
-82,-93,-92,-63,-78,-60,-61,-88,-87,-48
-82,-81,-75,-69,-76,-71,-65,-84,-82,-60
-85,-90,-86,-62,-82,-62,-64,-83,-80,-50
-84,-85,-80,-63,-78,-66,-61,-81,-82,-54
-85,-87,-80,-61,-79,-66,-63,-85,-87,-52
-81,-90,-82,-69,-73,-73,-66,-89,-86,-53
-80,-88,-88,-63,-78,-64,-66,-84,-84,-52
-82,-99,-91,-67,-78,-66,-68,-90,-84,-46
-84,-85,-85,-63,-77,-66,-61,-84,-86,-53
-88,-85,-83,-58,-80,-64,-55,-85,-90,-49
-81,-86,-81,-67,-75,-70,-65,-85,-85,-56
-83,-80,-80,-61,-79,-63,-60,-79,-81,-58
-83,-84,-80,-64,-77,-68,-62,-82,-83,-56
-78,-86,-83,-68,-75,-68,-67,-81,-79,-56
-75,-94,-88,-65,-78,-61,-70,-82,-79,-52
-77,-99,-92,-66,-79,-60,-70,-85,-79,-48
-83,-85,-87,-64,-77,-65,-64,-84,-84,-53
-81,-87,-81,-68,-76,-68,-65,-84,-79,-56
-85,-78,-81,-58,-78,-64,-56,-82,-90,-55
-87,-88,-77,-69,-76,-72,-59,-92,-88,-53
-85,-85,-84,-61,-77,-62,-56,-86,-88,-51
-84,-88,-85,-62,-78,-64,-60,-83,-85,-53
-85,-88,-78,-70,-76,-72,-64,-89,-84,-56
-78,-86,-81,-68,-76,-65,-68,-82,-77,-56
-77,-95,-89,-65,-76,-63,-68,-86,-82,-51
-83,-88,-83,-62,-78,-65,-63,-86,-88,-51
-84,-82,-76,-66,-77,-70,-62,-83,-83,-57
-79,-85,-82,-68,-74,-67,-65,-82,-79,-57
-83,-88,-84,-67,-77,-67,-65,-83,-79,-54
-81,-85,-80,-68,-73,-69,-62,-87,-85,-55
-83,-96,-87,-69,-79,-64,-66,-89,-80,-49
-85,-85,-82,-59,-82,-60,-60,-80,-82,-54
-87,-80,-82,-60,-80,-62,-56,-81,-85,-56
-81,-90,-80,-69,-76,-67,-64,-86,-81,-55
-83,-77,-82,-59,-75,-67,-58,-83,-93,-55
-82,-82,-79,-65,-77,-68,-62,-82,-83,-57
-85,-88,-85,-66,-78,-68,-63,-85,-82,-51
-77,-96,-89,-67,-76,-63,-66,-86,-81,-50
-77,-95,-88,-67,-73,-66,-63,-88,-87,-50
-87,-83,-83,-59,-81,-59,-55,-81,-85,-54
-84,-92,-80,-70,-78,-66,-64,-89,-80,-54
-85,-90,-85,-67,-76,-72,-64,-90,-88,-50
-83,-85,-82,-68,-75,-71,-65,-85,-83,-54
-88,-88,-79,-65,-81,-64,-59,-84,-81,-54
-83,-82,-79,-63,-78,-66,-60,-81,-82,-55
-76,-95,-90,-65,-78,-60,-68,-83,-80,-50
-82,-90,-85,-59,-82,-59,-65,-81,-80,-52
-82,-85,-76,-69,-76,-70,-63,-86,-82,-58
-78,-89,-83,-68,-73,-68,-63,-86,-84,-54
-78,-86,-79,-70,-72,-69,-63,-85,-80,-57
-85,-85,-84,-63,-76,-69,-61,-86,-89,-53
-82,-83,-81,-64,-77,-65,-62,-81,-81,-57
-81,-85,-83,-64,-74,-67,-61,-85,-86,-54
-78,-86,-84,-65,-77,-64,-68,-81,-80,-55
-84,-87,-82,-67,-80,-66,-66,-83,-78,-55
-90,-85,-85,-57,-79,-64,-53,-87,-94,-48
-84,-86,-77,-67,-76,-69,-61,-87,-85,-54
-81,-82,-81,-66,-74,-69,-63,-84,-86,-57
-83,-84,-81,-63,-79,-62,-59,-80,-80,-56
-90,-91,-85,-62,-81,-66,-58,-87,-86,-47
-83,-82,-76,-67,-75,-72,-64,-85,-85,-58
-81,-83,-81,-64,-74,-70,-64,-84,-86,-56
-81,-90,-85,-66,-80,-64,-68,-83,-80,-53
-82,-93,-84,-67,-80,-64,-69,-86,-80,-53
-83,-91,-89,-61,-78,-61,-59,-85,-88,-50
-86,-83,-80,-62,-77,-69,-59,-86,-88,-52
-89,-87,-82,-65,-78,-72,-60,-90,-90,-49
-85,-81,-80,-60,-79,-65,-59,-82,-87,-55
-85,-86,-85,-64,-76,-67,-61,-87,-87,-53
-84,-89,-84,-66,-78,-67,-63,-84,-80,-53
-88,-84,-77,-62,-81,-66,-58,-83,-83,-55
-83,-90,-86,-66,-77,-67,-63,-85,-83,-51
-83,-81,-80,-61,-80,-62,-61,-79,-81,-58
-89,-81,-85,-56,-80,-62,-53,-84,-93,-52
-84,-83,-78,-64,-77,-69,-62,-83,-84,-56
-77,-92,-85,-69,-74,-65,-65,-86,-80,-53
-80,-99,-93,-65,-78,-59,-64,-88,-84,-46
-81,-84,-85,-61,-76,-65,-60,-83,-90,-54
-83,-82,-80,-64,-78,-63,-60,-81,-81,-57
-79,-86,-79,-68,-76,-66,-64,-83,-78,-57
-82,-86,-85,-61,-76,-63,-59,-85,-88,-51
-80,-79,-83,-64,-76,-65,-63,-80,-83,-58
-84,-86,-81,-65,-77,-69,-63,-85,-86,-55
-82,-89,-89,-62,-79,-62,-64,-84,-85,-52
-81,-92,-89,-64,-80,-62,-70,-84,-79,-50
-84,-82,-83,-60,-80,-61,-59,-81,-84,-55
-87,-81,-84,-58,-79,-62,-55,-84,-90,-53
-79,-94,-84,-68,-76,-65,-66,-87,-81,-52
-80,-93,-83,-70,-72,-70,-64,-89,-84,-53
-85,-83,-76,-63,-78,-68,-58,-84,-86,-56
-87,-84,-79,-64,-78,-70,-60,-86,-87,-53
-88,-84,-83,-61,-81,-64,-57,-82,-83,-52
-82,-84,-80,-65,-75,-69,-63,-84,-85,-55
-81,-87,-84,-68,-75,-70,-67,-85,-82,-54
-81,-91,-80,-69,-75,-69,-63,-87,-84,-54
-84,-89,-86,-65,-76,-68,-63,-87,-86,-52
-87,-86,-79,-64,-76,-73,-61,-90,-92,-51
-88,-86,-81,-64,-80,-67,-60,-86,-84,-53
-77,-87,-81,-67,-75,-69,-67,-83,-83,-57
-83,-84,-91,-58,-78,-62,-58,-86,-95,-50
-83,-85,-82,-62,-77,-63,-59,-83,-84,-53
-81,-87,-79,-68,-76,-68,-63,-85,-82,-56
-79,-83,-82,-64,-76,-65,-63,-80,-82,-57
-85,-90,-78,-70,-75,-72,-64,-91,-85,-55
-82,-85,-83,-65,-78,-63,-65,-83,-81,-56
-84,-82,-78,-64,-77,-67,-59,-84,-86,-56
-81,-84,-80,-66,-77,-66,-63,-82,-81,-58
-80,-89,-83,-67,-77,-65,-66,-84,-81,-54
-83,-81,-76,-66,-75,-73,-63,-85,-86,-57
-85,-86,-82,-62,-79,-66,-61,-83,-85,-51
-81,-90,-89,-61,-77,-63,-64,-85,-89,-51
-85,-91,-89,-60,-82,-59,-62,-84,-85,-49
-86,-85,-78,-60,-80,-65,-60,-83,-85,-54
-79,-90,-85,-63,-78,-65,-69,-84,-83,-52
-82,-87,-80,-68,-76,-67,-62,-87,-83,-54
-85,-95,-82,-70,-77,-69,-64,-92,-85,-51
-82,-92,-83,-65,-77,-65,-62,-85,-84,-53
-84,-88,-80,-63,-79,-64,-59,-82,-82,-55
-82,-86,-83,-61,-80,-61,-64,-79,-80,-55
-82,-84,-85,-64,-74,-65,-57,-87,-89,-52
-86,-85,-79,-65,-78,-70,-64,-86,-85,-54
-84,-91,-81,-69,-77,-68,-63,-88,-83,-53
-83,-80,-79,-61,-77,-65,-59,-81,-86,-57
-82,-81,-82,-64,-76,-64,-58,-82,-84,-56
-86,-87,-84,-60,-81,-62,-58,-83,-87,-52
-80,-87,-82,-66,-74,-70,-65,-85,-87,-55
-84,-85,-81,-60,-80,-64,-62,-82,-85,-53
-80,-85,-87,-61,-78,-62,-63,-83,-87,-53
-82,-91,-91,-61,-77,-63,-62,-87,-90,-49
-80,-90,-87,-66,-76,-63,-64,-84,-81,-53
-87,-86,-84,-59,-80,-63,-58,-84,-87,-50
-84,-86,-82,-64,-76,-68,-60,-86,-87,-53
-81,-90,-85,-67,-74,-67,-62,-88,-87,-52
-86,-85,-81,-65,-77,-66,-57,-88,-87,-53
-89,-86,-84,-58,-80,-65,-54,-86,-90,-47
