WAP006,WAP008,WAP010,WAP011,WAP012,WAP015,WAP016,WAP017,WAP021,WAP022,WAP023,WAP027,WAP028,WAP029,WAP030,WAP035,WAP036,WAP037,WAP038,WAP045,WAP046,WAP049,WAP050,WAP055,WAP056,WAP059,WAP077,WAP078,WAP082,WAP083,WAP084,WAP085,WAP086,WAP088,WAP089,WAP090,WAP091,WAP101,WAP102,WAP103,WAP104,WAP105,WAP106,WAP107,WAP108,WAP109,WAP110,WAP111,WAP112,WAP113,WAP114,WAP115,WAP116,WAP119,WAP120,WAP121,WAP123,WAP124,WAP125,WAP126,WAP127,WAP129,WAP130,WAP131,WAP132,WAP133,WAP134,WAP135,WAP136,WAP137,WAP140,WAP141,WAP142,WAP143,WAP144,WAP145,WAP146,WAP147,WAP148,WAP149,WAP150,WAP151,WAP155,WAP156,WAP164,WAP165,WAP166,WAP167,WAP168,WAP169,WAP170,WAP171,WAP172,WAP173,WAP174,WAP175,WAP176,WAP177,WAP178,WAP179,WAP180,WAP181,WAP182,WAP183,WAP184,WAP185,WAP186,WAP187,WAP188,WAP189,WAP191,WAP192,WAP198,WAP206,WAP222,WAP223,WAP248,WAP255,WAP256,WAP257,WAP258,WAP259,WAP260,WAP261,WAP262,WAP263,WAP268,WAP274,WAP278,WAP282,WAP284,WAP286,WAP288,WAP289,WAP294,WAP295,WAP308,WAP310,WAP311,WAP312,WAP313,WAP314,WAP315,WAP316,WAP317,WAP318,WAP329,WAP334,WAP338,WAP340,WAP342,WAP343,WAP344,WAP345,WAP350,WAP351,WAP362,WAP364,WAP366,WAP367,WAP368,WAP369,WAP370,WAP371,WAP372,WAP373,WAP374,WAP375,WAP386,WAP390,WAP394,WAP396,WAP398,WAP400,WAP401,WAP404,WAP405,WAP407,WAP413,WAP415,WAP418,WAP432,WAP446,WAP449,WAP454,WAP468,WAP478,WAP489,WAP490,WAP503,X,Y,D_score,zone_x,zone_y,zone_id
-88,-92,-63,-57,-86,-56,-64,-89,-75,-62,-86,-96,-61,-73,-62,-57,-62,-52,-51,-58,-96,-65,-79,-60,-54,-60,-93,-88,-97,-90,-98,-69,-97,-102,-62,-69,-68,-87,-71,-99,-70,-80,-74,-82,-61,-96,-67,-62,-87,-98,-91,-68,-93,-54,-79,-72,-59,-91,-89,-89,-60,-69,-58,-60,-89,-87,-86,-55,-60,-84,-58,-90,-74,-55,-100,-96,-62,-76,-68,-93,-96,-50,-81,-91,-79,-62,-64,-65,-67,-62,-91,-65,-53,-58,-63,-87,-88,-96,-92,-66,-58,-83,-84,-79,-63,-65,-89,-93,-52,-59,-53,-73,-60,-74,-57,-102,-95,-89,-99,-86,-78,-65,-97,-65,-53,-54,-95,-88,-84,-87,-53,-97,-56,-61,-56,-80,-59,-87,-62,-75,-84,-59,-51,-92,-58,-94,-62,-90,-92,-96,-76,-83,-97,-61,-90,-53,-96,-55,-50,-97,-57,-95,-95,-62,-60,-57,-84,-76,-87,-92,-63,-55,-59,-88,-61,-93,-90,-94,-84,-54,-88,-58,-94,-85,-55,-59,-72,-59,-95,-86,-5558.6772,3402020.8,0.96635264,-2780,9,-27791
-89,-95,-64,-57,-84,-55,-62,-91,-72,-65,-87,-95,-61,-74,-61,-55,-60,-50,-50,-59,-97,-62,-80,-60,-55,-61,-96,-91,-95,-91,-96,-71,-97,-101,-62,-70,-68,-87,-69,-97,-70,-82,-73,-84,-57,-97,-67,-64,-87,-98,-90,-66,-92,-57,-82,-74,-57,-93,-86,-85,-64,-68,-56,-60,-88,-87,-85,-56,-62,-83,-59,-90,-76,-55,-100,-91,-63,-75,-69,-89,-95,-50,-84,-92,-82,-60,-66,-64,-69,-60,-92,-68,-53,-61,-62,-91,-88,-98,-90,-68,-59,-86,-81,-83,-62,-62,-91,-93,-52,-55,-54,-73,-61,-74,-55,-105,-94,-91,-101,-88,-78,-62,-98,-64,-50,-53,-95,-84,-83,-85,-55,-98,-55,-61,-57,-81,-56,-85,-61,-76,-84,-61,-49,-94,-58,-93,-61,-86,-95,-95,-80,-83,-97,-60,-92,-52,-94,-56,-50,-95,-62,-91,-93,-61,-63,-57,-81,-73,-88,-93,-65,-56,-59,-89,-63,-91,-88,-95,-85,-57,-92,-58,-99,-82,-54,-54,-72,-59,-96,-86,-5559.943,3403011.8,0.9606268,-2780,9,-27791
-87,-93,-64,-57,-86,-54,-60,-90,-67,-64,-86,-93,-61,-77,-59,-55,-59,-55,-46,-54,-99,-61,-87,-52,-52,-69,-100,-97,-103,-89,-94,-77,-104,-92,-60,-70,-63,-89,-75,-94,-72,-85,-78,-88,-63,-94,-69,-68,-82,-97,-90,-63,-98,-65,-77,-73,-52,-88,-84,-91,-64,-66,-58,-61,-82,-81,-90,-58,-62,-79,-56,-88,-81,-57,-99,-90,-66,-74,-65,-97,-94,-49,-83,-85,-83,-62,-68,-68,-78,-59,-91,-70,-47,-57,-62,-94,-88,-96,-90,-61,-66,-83,-74,-84,-69,-56,-89,-94,-58,-54,-54,-69,-56,-69,-58,-97,-91,-97,-103,-87,-76,-61,-97,-57,-50,-53,-98,-87,-82,-86,-54,-97,-58,-64,-52,-80,-65,-93,-62,-74,-82,-62,-51,-95,-57,-95,-61,-89,-91,-97,-78,-92,-100,-68,-93,-50,-87,-58,-51,-91,-62,-88,-93,-58,-58,-59,-80,-75,-89,-96,-62,-57,-52,-90,-64,-96,-90,-100,-91,-59,-89,-61,-96,-82,-53,-51,-65,-59,-93,-88,-5559.724,3402580.2,0.9045761,-2780,9,-27791
-92,-92,-63,-61,-89,-60,-56,-92,-68,-56,-86,-90,-55,-74,-60,-61,-60,-55,-62,-52,-100,-62,-80,-59,-56,-59,-90,-79,-93,-93,-96,-73,-96,-94,-59,-70,-67,-94,-80,-88,-80,-82,-82,-76,-55,-91,-60,-67,-86,-86,-100,-69,-90,-48,-72,-70,-63,-91,-94,-97,-62,-61,-61,-64,-97,-87,-93,-59,-66,-87,-45,-102,-70,-67,-94,-100,-70,-84,-65,-97,-85,-52,-71,-89,-69,-67,-51,-66,-54,-56,-90,-64,-45,-60,-62,-80,-86,-88,-97,-63,-68,-88,-83,-81,-67,-62,-87,-89,-61,-73,-61,-79,-62,-71,-63,-89,-98,-84,-86,-93,-71,-66,-95,-65,-54,-68,-84,-83,-80,-84,-55,-87,-58,-57,-64,-86,-70,-92,-59,-70,-89,-61,-59,-83,-61,-98,-55,-93,-91,-105,-70,-82,-105,-50,-98,-52,-85,-58,-51,-98,-56,-99,-85,-66,-59,-59,-82,-81,-93,-100,-50,-63,-61,-80,-60,-98,-94,-87,-100,-60,-89,-53,-83,-91,-60,-55,-68,-52,-95,-91,-5559.4897,3401308.8,0.8725779,-2780,9,-27791
-92,-93,-64,-61,-87,-59,-56,-92,-68,-58,-86,-90,-55,-72,-61,-61,-61,-53,-61,-55,-100,-61,-80,-61,-58,-59,-91,-80,-90,-94,-95,-72,-95,-96,-59,-69,-69,-95,-76,-88,-78,-83,-79,-75,-53,-92,-60,-66,-86,-87,-100,-69,-88,-49,-74,-70,-63,-92,-92,-94,-64,-61,-59,-64,-95,-88,-90,-60,-65,-86,-48,-102,-71,-66,-95,-97,-70,-84,-65,-93,-85,-54,-73,-90,-72,-65,-53,-66,-55,-55,-91,-66,-46,-61,-63,-80,-86,-90,-96,-66,-66,-90,-83,-83,-65,-62,-86,-88,-60,-71,-61,-78,-63,-72,-61,-93,-97,-84,-87,-93,-73,-65,-95,-67,-52,-65,-85,-83,-80,-84,-57,-89,-57,-56,-64,-88,-66,-90,-58,-70,-89,-60,-56,-85,-62,-97,-56,-89,-93,-104,-73,-82,-103,-49,-98,-53,-85,-59,-51,-96,-58,-98,-85,-66,-61,-58,-81,-79,-91,-100,-54,-62,-63,-83,-62,-95,-92,-86,-98,-62,-91,-52,-86,-90,-62,-54,-69,-52,-96,-90,-5558.7007,3401050.2,0.65425646,-2780,9,-27791
-90,-97,-62,-58,-86,-59,-60,-93,-70,-63,-84,-92,-59,-75,-63,-52,-60,-53,-57,-59,-100,-59,-80,-60,-54,-57,-92,-88,-91,-88,-98,-71,-93,-98,-62,-68,-67,-91,-72,-98,-77,-83,-75,-86,-55,-96,-65,-62,-85,-93,-92,-67,-93,-55,-84,-73,-59,-91,-86,-86,-65,-65,-58,-61,-87,-87,-89,-54,-64,-85,-52,-93,-76,-59,-96,-96,-69,-73,-72,-90,-89,-48,-75,-92,-75,-65,-62,-68,-66,-60,-89,-71,-54,-65,-59,-92,-90,-93,-93,-67,-59,-89,-78,-82,-58,-61,-92,-91,-57,-62,-56,-76,-61,-72,-54,-100,-96,-91,-96,-87,-74,-59,-98,-63,-51,-58,-88,-76,-79,-83,-58,-96,-56,-62,-65,-86,-62,-86,-60,-75,-87,-62,-53,-92,-60,-92,-60,-92,-95,-94,-76,-81,-99,-60,-95,-54,-91,-55,-54,-97,-64,-90,-89,-60,-62,-59,-78,-71,-92,-98,-62,-61,-63,-86,-63,-94,-90,-95,-91,-55,-92,-53,-96,-82,-55,-55,-73,-58,-93,-87,-5559.0522,3402752.8,0.13598374,-2780,9,-27791
-90,-92,-64,-58,-86,-54,-64,-89,-76,-63,-86,-97,-59,-72,-62,-56,-59,-56,-53,-59,-97,-63,-77,-61,-54,-60,-93,-87,-97,-92,-95,-70,-97,-97,-61,-73,-65,-88,-71,-95,-72,-81,-80,-80,-61,-94,-67,-67,-85,-94,-92,-67,-89,-55,-76,-74,-58,-91,-88,-90,-61,-70,-61,-60,-92,-84,-89,-56,-64,-87,-56,-93,-70,-58,-92,-95,-60,-76,-66,-95,-96,-53,-83,-89,-78,-60,-63,-65,-61,-62,-90,-63,-51,-63,-63,-86,-87,-94,-90,-63,-60,-83,-85,-82,-65,-65,-91,-90,-55,-61,-56,-76,-61,-75,-62,-94,-93,-88,-95,-91,-78,-65,-94,-61,-59,-60,-91,-86,-80,-85,-56,-93,-60,-61,-58,-78,-62,-87,-64,-75,-86,-59,-57,-89,-58,-94,-59,-91,-91,-94,-74,-82,-98,-60,-93,-56,-94,-57,-49,-98,-61,-95,-92,-64,-61,-56,-84,-79,-88,-90,-58,-59,-56,-82,-60,-95,-94,-92,-89,-57,-86,-59,-92,-85,-53,-57,-68,-59,-93,-86,-5558.0757,3400692.8,0.11488808,-2780,9,-27791
-86,-94,-63,-58,-86,-60,-60,-89,-67,-61,-84,-92,-62,-76,-63,-58,-65,-53,-56,-57,-95,-63,-84,-57,-55,-63,-94,-88,-92,-87,-96,-72,-93,-97,-61,-65,-70,-92,-73,-96,-74,-83,-73,-83,-60,-94,-65,-62,-85,-95,-93,-68,-95,-57,-81,-68,-62,-89,-86,-87,-64,-62,-60,-63,-84,-88,-87,-57,-61,-80,-53,-91,-79,-61,-102,-95,-71,-76,-69,-90,-89,-51,-75,-87,-77,-66,-61,-68,-72,-60,-90,-70,-53,-59,-63,-90,-91,-94,-92,-67,-63,-86,-75,-80,-62,-61,-85,-92,-58,-62,-57,-73,-61,-71,-55,-101,-94,-90,-95,-84,-73,-63,-97,-67,-49,-54,-90,-83,-85,-85,-57,-96,-54,-61,-61,-87,-64,-89,-60,-72,-84,-61,-49,-92,-61,-94,-63,-91,-95,-100,-75,-86,-97,-60,-91,-52,-87,-58,-56,-94,-57,-93,-90,-62,-59,-62,-79,-73,-87,-99,-65,-57,-64,-92,-64,-92,-87,-94,-87,-58,-91,-56,-92,-85,-60,-57,-72,-56,-95,-87,-5559.0444,3402983.8,0.03582492,-2780,9,-27791
-90,-99,-58,-54,-85,-55,-63,-91,-78,-61,-88,-100,-58,-68,-66,-52,-62,-49,-55,-62,-96,-63,-76,-61,-53,-54,-91,-86,-91,-91,-100,-66,-92,-105,-60,-66,-72,-91,-64,-105,-69,-80,-72,-81,-58,-100,-66,-59,-90,-100,-92,-69,-91,-51,-84,-70,-60,-93,-87,-86,-62,-66,-60,-56,-91,-93,-85,-51,-59,-87,-55,-92,-72,-57,-100,-99,-60,-74,-71,-88,-99,-49,-82,-91,-79,-60,-63,-62,-61,-62,-93,-65,-58,-62,-60,-90,-93,-98,-94,-69,-52,-87,-85,-80,-55,-66,-94,-92,-51,-56,-53,-77,-65,-76,-54,-106,-97,-90,-98,-86,-79,-64,-97,-68,-54,-54,-89,-84,-83,-85,-55,-101,-50,-59,-63,-84,-55,-86,-62,-75,-89,-55,-47,-93,-57,-92,-60,-93,-97,-95,-75,-80,-95,-56,-94,-54,-98,-55,-50,-101,-56,-98,-96,-63,-59,-57,-84,-74,-86,-93,-67,-54,-63,-89,-62,-90,-93,-93,-81,-53,-89,-52,-95,-86,-54,-57,-74,-58,-98,-84,-5557.146,3401725.0,0.9999943,-2779,9,-27781
-88,-99,-59,-54,-90,-62,-59,-92,-66,-52,-85,-96,-61,-74,-65,-57,-64,-52,-60,-57,-93,-62,-81,-57,-53,-57,-91,-83,-92,-87,-102,-68,-90,-102,-60,-63,-70,-93,-74,-102,-76,-82,-73,-82,-59,-98,-62,-58,-87,-96,-92,-69,-96,-50,-84,-66,-63,-90,-88,-89,-60,-60,-63,-60,-89,-92,-90,-53,-63,-85,-47,-92,-74,-63,-104,-103,-69,-77,-71,-91,-91,-46,-71,-87,-74,-67,-53,-64,-64,-60,-89,-67,-56,-61,-62,-91,-94,-91,-97,-69,-62,-87,-77,-78,-57,-65,-87,-93,-55,-64,-57,-78,-65,-69,-53,-103,-100,-86,-90,-85,-71,-62,-97,-70,-49,-56,-85,-81,-87,-85,-57,-96,-50,-57,-66,-89,-63,-89,-62,-73,-87,-59,-48,-89,-60,-95,-61,-97,-96,-102,-70,-82,-101,-56,-91,-48,-90,-54,-56,-103,-51,-100,-89,-66,-56,-64,-80,-73,-88,-101,-62,-58,-66,-89,-60,-93,-90,-92,-86,-54,-93,-52,-89,-88,-59,-60,-76,-54,-99,-89,-5556.5835,3402261.0,0.99971145,-2779,9,-27781
-90,-97,-63,-57,-85,-56,-61,-94,-71,-66,-84,-93,-59,-77,-61,-49,-58,-52,-51,-58,-101,-59,-81,-59,-52,-58,-95,-93,-96,-89,-99,-71,-97,-99,-62,-70,-64,-88,-71,-100,-75,-84,-75,-90,-56,-98,-68,-62,-85,-96,-90,-65,-95,-58,-85,-75,-55,-91,-85,-86,-64,-69,-56,-60,-85,-85,-89,-53,-62,-84,-55,-90,-78,-54,-96,-95,-66,-71,-71,-92,-92,-46,-78,-94,-78,-63,-67,-68,-71,-61,-89,-72,-53,-64,-59,-95,-89,-95,-92,-66,-58,-87,-78,-83,-58,-59,-94,-93,-55,-57,-52,-73,-57,-72,-52,-102,-96,-95,-102,-87,-75,-57,-100,-58,-49,-55,-93,-78,-79,-84,-56,-99,-57,-64,-59,-83,-59,-85,-60,-76,-86,-63,-52,-97,-57,-92,-61,-91,-94,-92,-78,-82,-99,-65,-94,-53,-94,-53,-51,-97,-66,-87,-92,-56,-62,-57,-79,-70,-92,-97,-62,-60,-59,-87,-63,-96,-89,-99,-90,-53,-92,-55,-101,-80,-50,-54,-72,-60,-92,-87,-5556.068,3401211.2,0.98481506,-2779,9,-27781
-86,-88,-56,-59,-85,-55,-62,-87,-78,-62,-85,-94,-54,-71,-64,-56,-64,-56,-54,-53,-100,-67,-82,-52,-52,-62,-88,-89,-99,-89,-96,-71,-100,-94,-59,-67,-66,-92,-73,-100,-73,-78,-80,-80,-66,-92,-69,-62,-88,-94,-96,-70,-97,-55,-75,-68,-58,-86,-91,-99,-61,-65,-61,-60,-86,-86,-90,-53,-53,-84,-52,-93,-79,-61,-95,-102,-66,-75,-66,-102,-95,-52,-75,-84,-73,-66,-67,-72,-68,-64,-91,-65,-49,-55,-58,-86,-90,-92,-97,-58,-59,-83,-83,-77,-66,-59,-90,-91,-63,-63,-52,-72,-55,-74,-61,-90,-95,-97,-99,-81,-75,-69,-97,-60,-58,-60,-93,-91,-79,-88,-49,-97,-58,-69,-55,-84,-70,-96,-59,-68,-87,-54,-56,-93,-56,-95,-63,-97,-88,-98,-68,-91,-95,-66,-96,-60,-90,-60,-51,-92,-54,-95,-101,-56,-52,-58,-89,-80,-89,-94,-62,-55,-57,-87,-66,-98,-97,-98,-89,-52,-77,-54,-84,-87,-54,-56,-64,-61,-88,-86,-5557.4663,3400328.8,0.98047197,-2779,9,-27781
-86,-95,-58,-58,-88,-64,-58,-90,-67,-57,-84,-91,-58,-76,-64,-58,-66,-54,-61,-54,-98,-63,-83,-56,-54,-59,-88,-84,-90,-86,-99,-71,-92,-97,-60,-63,-70,-95,-76,-100,-79,-82,-75,-81,-59,-92,-63,-58,-87,-92,-96,-70,-97,-52,-81,-66,-65,-87,-90,-92,-62,-58,-63,-64,-87,-90,-90,-54,-59,-83,-46,-95,-78,-64,-100,-102,-74,-76,-71,-93,-87,-49,-67,-87,-70,-70,-57,-70,-66,-60,-90,-70,-52,-59,-59,-89,-93,-90,-98,-64,-63,-87,-77,-78,-61,-60,-86,-91,-62,-68,-56,-76,-60,-70,-55,-97,-98,-90,-91,-83,-69,-64,-98,-67,-50,-60,-85,-81,-83,-84,-55,-95,-52,-63,-66,-91,-69,-93,-57,-69,-87,-60,-52,-90,-61,-96,-62,-98,-95,-102,-68,-86,-99,-59,-94,-53,-85,-57,-57,-97,-54,-96,-90,-61,-55,-63,-80,-74,-90,-102,-61,-58,-67,-88,-63,-95,-91,-94,-90,-54,-88,-51,-86,-88,-60,-57,-72,-55,-94,-87,-5557.154,3401788.2,0.81841385,-2779,9,-27781
-87,-87,-67,-61,-87,-58,-61,-89,-71,-61,-84,-91,-60,-76,-58,-62,-62,-53,-53,-52,-99,-66,-82,-60,-56,-61,-93,-86,-97,-91,-96,-70,-99,-98,-62,-70,-67,-88,-77,-92,-75,-80,-77,-78,-58,-92,-65,-64,-86,-92,-97,-69,-92,-50,-74,-70,-61,-91,-93,-94,-59,-67,-57,-65,-91,-83,-89,-58,-59,-83,-54,-96,-74,-57,-98,-97,-68,-81,-65,-97,-89,-52,-75,-92,-73,-65,-59,-69,-65,-60,-89,-64,-46,-55,-63,-80,-85,-93,-94,-63,-64,-84,-84,-79,-68,-63,-85,-92,-57,-68,-55,-72,-55,-72,-60,-95,-96,-87,-95,-88,-74,-66,-98,-65,-52,-58,-95,-90,-84,-88,-52,-93,-61,-62,-54,-84,-65,-89,-59,-71,-84,-60,-56,-90,-61,-98,-62,-90,-89,-101,-74,-85,-101,-57,-91,-54,-91,-56,-49,-95,-57,-95,-93,-61,-61,-56,-84,-80,-91,-97,-55,-57,-60,-85,-61,-97,-89,-92,-92,-55,-87,-57,-89,-88,-59,-59,-70,-56,-93,-90,-5556.5444,3400359.8,0.78890353,-2779,9,-27781
-87,-91,-62,-60,-82,-53,-60,-88,-74,-62,-87,-91,-58,-69,-63,-60,-64,-48,-53,-59,-96,-66,-82,-58,-58,-61,-94,-88,-91,-94,-94,-71,-96,-99,-60,-66,-74,-91,-68,-93,-68,-80,-73,-78,-57,-95,-67,-64,-87,-94,-97,-71,-89,-53,-78,-68,-59,-91,-90,-92,-66,-65,-55,-60,-87,-89,-84,-59,-54,-80,-60,-93,-78,-62,-101,-92,-67,-80,-64,-90,-91,-57,-82,-88,-80,-61,-67,-66,-67,-60,-93,-67,-51,-56,-65,-82,-87,-96,-93,-68,-59,-89,-83,-82,-63,-63,-87,-89,-58,-61,-55,-70,-60,-76,-58,-101,-93,-91,-99,-84,-78,-67,-96,-69,-51,-55,-94,-92,-84,-87,-55,-98,-56,-61,-55,-88,-59,-88,-59,-69,-87,-55,-48,-93,-61,-92,-63,-84,-93,-100,-78,-88,-95,-56,-94,-56,-89,-62,-50,-89,-58,-94,-96,-61,-60,-57,-85,-77,-84,-96,-66,-54,-62,-92,-69,-91,-89,-90,-86,-61,-87,-53,-89,-86,-62,-54,-68,-58,-95,-88,-5556.224,3400156.8,0.48002827,-2779,9,-27781
-90,-92,-63,-56,-88,-52,-60,-89,-71,-54,-86,-95,-60,-69,-63,-59,-58,-59,-54,-58,-92,-62,-81,-55,-53,-62,-96,-87,-102,-93,-95,-73,-97,-92,-59,-72,-65,-91,-74,-90,-72,-82,-83,-81,-64,-96,-66,-69,-80,-91,-91,-68,-91,-55,-73,-70,-55,-89,-88,-99,-62,-69,-63,-57,-91,-83,-92,-58,-64,-87,-53,-91,-71,-66,-93,-97,-63,-80,-61,-100,-94,-54,-82,-81,-79,-62,-59,-62,-63,-62,-87,-62,-51,-60,-68,-84,-87,-87,-94,-64,-65,-85,-81,-81,-66,-65,-88,-89,-61,-63,-60,-75,-62,-71,-65,-88,-94,-88,-91,-89,-76,-65,-89,-62,-59,-63,-90,-90,-82,-86,-58,-90,-63,-58,-56,-82,-67,-90,-68,-70,-87,-55,-57,-87,-57,-92,-60,-92,-87,-99,-71,-85,-103,-59,-94,-52,-89,-61,-50,-97,-56,-98,-92,-67,-55,-60,-85,-81,-85,-93,-56,-61,-55,-84,-63,-98,-95,-89,-92,-62,-86,-58,-84,-87,-59,-58,-63,-58,-95,-93,-5557.2163,3400155.8,0.1055169,-2779,9,-27781
-91,-94,-67,-60,-88,-58,-57,-94,-63,-62,-83,-87,-60,-79,-58,-54,-56,-55,-54,-54,-102,-57,-84,-57,-54,-62,-97,-91,-97,-90,-96,-75,-99,-93,-62,-72,-62,-91,-79,-89,-79,-86,-79,-88,-54,-94,-65,-68,-81,-89,-92,-65,-94,-58,-79,-74,-55,-90,-87,-91,-65,-67,-56,-63,-87,-81,-93,-59,-66,-84,-51,-94,-77,-60,-94,-93,-71,-76,-66,-95,-85,-48,-75,-91,-76,-65,-60,-69,-69,-57,-87,-71,-47,-62,-62,-90,-86,-90,-93,-64,-67,-88,-75,-85,-65,-57,-89,-91,-60,-64,-57,-73,-56,-68,-57,-95,-96,-92,-95,-91,-72,-57,-98,-58,-48,-60,-92,-78,-79,-84,-59,-92,-62,-61,-59,-85,-66,-88,-60,-74,-85,-65,-56,-92,-60,-95,-58,-89,-91,-97,-77,-84,-106,-61,-96,-50,-87,-56,-51,-95,-67,-88,-86,-59,-62,-59,-76,-73,-94,-101,-55,-65,-58,-85,-63,-99,-88,-95,-99,-59,-94,-56,-95,-82,-55,-52,-68,-56,-93,-92,-5556.896,3401034.2,0.103710346,-2779,9,-27781
-86,-98,-64,-55,-90,-66,-60,-91,-62,-58,-82,-93,-65,-80,-63,-57,-65,-53,-60,-57,-94,-60,-83,-60,-54,-60,-93,-85,-89,-84,-100,-70,-89,-100,-62,-63,-70,-92,-75,-100,-79,-84,-71,-85,-58,-95,-63,-58,-84,-96,-90,-66,-97,-55,-86,-68,-65,-89,-86,-82,-62,-60,-63,-65,-85,-89,-89,-54,-66,-81,-48,-90,-76,-60,-103,-98,-73,-74,-74,-87,-87,-46,-70,-89,-75,-69,-55,-67,-71,-60,-88,-71,-57,-63,-62,-94,-94,-92,-92,-69,-64,-86,-72,-79,-58,-63,-85,-93,-56,-64,-57,-77,-63,-68,-51,-105,-97,-86,-91,-85,-69,-59,-98,-69,-47,-54,-85,-76,-87,-83,-59,-96,-51,-59,-68,-87,-63,-87,-61,-75,-84,-65,-49,-90,-63,-95,-62,-95,-98,-99,-73,-81,-100,-59,-88,-48,-88,-54,-59,-101,-57,-94,-84,-64,-61,-65,-75,-70,-89,-102,-63,-60,-68,-90,-60,-91,-85,-94,-86,-55,-96,-56,-95,-85,-59,-60,-78,-54,-97,-87,-5556.904,3403019.8,0.04761597,-2779,9,-27781
-88,-96,-61,-57,-88,-58,-57,-93,-64,-61,-84,-91,-59,-79,-60,-53,-60,-51,-51,-52,-102,-59,-87,-52,-51,-63,-96,-94,-98,-87,-99,-74,-100,-97,-60,-67,-64,-93,-77,-99,-77,-85,-75,-89,-58,-96,-66,-62,-84,-96,-93,-65,-101,-58,-82,-71,-55,-89,-87,-91,-63,-63,-56,-61,-83,-85,-92,-54,-60,-81,-50,-92,-82,-58,-102,-97,-71,-73,-69,-96,-90,-44,-74,-89,-77,-66,-63,-70,-75,-58,-90,-72,-48,-58,-58,-95,-91,-95,-95,-63,-63,-87,-73,-82,-62,-55,-89,-94,-58,-59,-52,-71,-54,-68,-52,-101,-97,-97,-101,-85,-72,-58,-101,-59,-45,-54,-94,-81,-82,-86,-53,-99,-54,-64,-57,-87,-65,-92,-57,-72,-85,-62,-49,-97,-57,-96,-61,-94,-94,-99,-75,-89,-103,-65,-95,-49,-88,-55,-52,-95,-60,-90,-92,-55,-57,-60,-78,-71,-93,-103,-61,-58,-58,-91,-63,-98,-89,-101,-93,-53,-92,-54,-96,-83,-54,-52,-69,-56,-94,-89,-5554.6304,3400540.2,0.9999984,-2778,9,-27771
-89,-94,-63,-57,-84,-54,-60,-91,-72,-61,-87,-93,-60,-71,-61,-58,-62,-47,-52,-58,-96,-63,-81,-60,-56,-58,-96,-88,-93,-93,-97,-69,-96,-103,-61,-67,-72,-90,-69,-96,-69,-81,-71,-81,-55,-98,-65,-62,-88,-97,-95,-69,-91,-51,-81,-70,-58,-93,-89,-89,-64,-66,-54,-60,-89,-89,-85,-57,-57,-82,-58,-93,-76,-58,-104,-94,-66,-79,-66,-89,-92,-52,-81,-92,-80,-60,-63,-64,-67,-59,-92,-67,-52,-57,-64,-85,-88,-97,-93,-70,-58,-89,-82,-82,-60,-64,-88,-91,-53,-59,-54,-72,-61,-74,-54,-106,-96,-89,-99,-87,-77,-63,-98,-69,-48,-52,-95,-89,-86,-87,-55,-99,-54,-58,-56,-87,-56,-85,-59,-72,-86,-57,-46,-94,-60,-93,-62,-86,-95,-100,-79,-84,-99,-55,-93,-52,-93,-57,-49,-95,-58,-95,-94,-61,-61,-57,-83,-75,-86,-97,-64,-54,-62,-92,-65,-92,-87,-91,-86,-58,-92,-53,-94,-85,-60,-55,-72,-56,-98,-89,-5554.068,3399795.2,0.9999128,-2778,9,-27771
-89,-98,-62,-53,-88,-57,-61,-91,-69,-56,-85,-97,-64,-73,-65,-54,-61,-54,-55,-61,-92,-60,-80,-58,-52,-59,-96,-88,-96,-89,-99,-70,-91,-99,-60,-67,-68,-90,-70,-100,-72,-83,-74,-86,-61,-99,-66,-62,-83,-98,-88,-67,-93,-56,-83,-70,-58,-90,-84,-87,-62,-66,-63,-57,-86,-88,-89,-53,-65,-85,-53,-87,-74,-60,-99,-97,-65,-74,-69,-91,-95,-49,-79,-85,-80,-63,-60,-62,-68,-63,-88,-67,-58,-63,-65,-94,-93,-92,-92,-69,-60,-86,-77,-80,-57,-65,-89,-92,-55,-58,-57,-77,-64,-71,-55,-102,-96,-88,-94,-86,-75,-60,-94,-66,-53,-54,-89,-82,-85,-84,-60,-96,-55,-58,-62,-84,-60,-86,-66,-75,-86,-59,-49,-91,-58,-92,-62,-94,-95,-96,-74,-81,-99,-60,-90,-49,-93,-56,-54,-101,-57,-96,-90,-66,-58,-62,-80,-74,-85,-96,-64,-58,-61,-89,-61,-93,-90,-94,-84,-57,-92,-57,-93,-84,-56,-59,-72,-58,-98,-88,-5554.8804,3400971.2,0.91826546,-2778,9,-27771
