WAP001,WAP002,WAP003,WAP004,WAP005,WAP006,WAP007,WAP008,WAP009,WAP010,LONGITUDE,LATITUDE
-51,-99,-59,-95,-66,-91,-71,-92,-90,-71,10.045694,9.036509
-52,-100,-66,-82,-66,-93,-70,-96,-92,-62,8.496067,9.94349
-49,-101,-59,-89,-59,-96,-66,-104,-100,-64,11.541711,10.0123205
-59,-91,-61,-87,-67,-93,-72,-90,-91,-71,9.380549,8.624985
-58,-94,-66,-82,-67,-89,-71,-94,-91,-66,8.98508,9.840408
-52,-100,-66,-80,-67,-94,-72,-100,-89,-61,7.6537952,11.221667
-55,-97,-62,-84,-65,-91,-72,-97,-93,-66,8.691074,10.281207
-48,-98,-52,-105,-57,-105,-69,-102,-97,-73,13.77396,9.499338
-56,-97,-64,-88,-64,-95,-72,-99,-92,-67,9.959421,10.550543
-53,-90,-58,-94,-61,-87,-73,-98,-96,-69,12.175492,11.089583
-53,-99,-59,-88,-61,-93,-69,-101,-97,-67,10.34561,10.136868
-49,-105,-62,-92,-63,-103,-68,-95,-93,-67,9.814065,8.489043
-57,-97,-64,-82,-66,-95,-73,-91,-93,-68,7.598687,9.25553
-49,-101,-63,-98,-65,-93,-67,-91,-92,-72,11.943639,8.388312
-60,-90,-64,-88,-66,-90,-74,-94,-91,-69,10.201316,10.171217
-58,-95,-64,-89,-68,-95,-69,-92,-89,-72,10.137357,8.485256
-56,-90,-60,-86,-65,-85,-74,-99,-93,-66,10.018869,11.369079
-44,-100,-61,-82,-62,-90,-65,-110,-98,-54,11.111614,11.578952
-49,-99,-60,-81,-63,-92,-69,-100,-98,-59,8.937198,10.050156
-57,-97,-64,-85,-69,-93,-73,-93,-88,-69,7.986112,9.634059
-54,-93,-58,-89,-60,-88,-74,-104,-97,-65,10.847601,12.080791
-53,-87,-54,-87,-59,-86,-72,-108,-101,-60,12.231722,12.015501
-44,-106,-61,-85,-62,-99,-69,-110,-93,-57,9.33377,11.831148
-56,-96,-59,-94,-65,-96,-72,-94,-90,-75,10.16845,9.384269
-53,-97,-59,-86,-65,-101,-75,-93,-92,-66,7.5924397,9.414711
-52,-97,-57,-91,-61,-98,-73,-106,-95,-67,10.5673895,11.655047
-59,-95,-65,-87,-68,-92,-74,-91,-89,-70,8.645422,9.497952
-55,-93,-63,-93,-65,-89,-70,-94,-91,-71,11.694378,9.772279
-51,-105,-63,-94,-67,-101,-66,-92,-87,-70,9.881069,7.485281
-57,-98,-61,-87,-63,-93,-70,-108,-92,-67,10.395026,11.59051
-60,-95,-67,-84,-62,-94,-73,-101,-94,-66,9.905213,11.4022875
-49,-94,-57,-89,-62,-84,-70,-107,-96,-62,11.716566,12.0854
-48,-98,-50,-96,-61,-95,-73,-96,-96,-72,9.873113,9.664378
-51,-98,-67,-89,-65,-91,-67,-94,-94,-64,11.393049,9.117173
-51,-96,-58,-89,-65,-88,-70,-93,-95,-67,9.902195,9.024
-50,-102,-58,-92,-66,-103,-71,-93,-88,-68,8.433196,8.368898
-54,-102,-57,-88,-64,-103,-71,-92,-94,-71,7.7425275,7.881942
-59,-91,-56,-92,-62,-94,-75,-98,-94,-72,10.342919,10.365406
-50,-95,-53,-98,-60,-95,-73,-102,-95,-71,11.771098,11.041206
-60,-90,-64,-93,-64,-91,-73,-99,-89,-70,11.896995,11.010916
-53,-101,-67,-83,-67,-96,-72,-91,-90,-65,7.5078363,9.399855
-47,-101,-58,-84,-62,-92,-70,-103,-97,-60,9.030757,10.884943
-58,-95,-60,-90,-64,-95,-71,-103,-91,-71,10.684487,10.77971
-52,-104,-58,-83,-65,-95,-71,-93,-94,-68,6.5303,8.775322
-52,-99,-58,-90,-61,-94,-74,-110,-94,-66,10.408965,12.530439
-56,-98,-68,-83,-71,-91,-70,-95,-85,-67,8.435446,9.942284
-57,-96,-57,-87,-68,-99,-74,-88,-88,-73,6.933581,8.105612
-56,-99,-68,-89,-68,-93,-69,-92,-87,-70,9.816134,9.092623
-46,-98,-53,-94,-62,-94,-68,-95,-98,-67,11.0507,8.437171
-52,-101,-61,-91,-65,-97,-73,-90,-93,-70,8.599642,8.796855
-53,-103,-64,-85,-67,-97,-66,-101,-89,-67,9.294184,9.599136
-52,-98,-61,-86,-63,-90,-71,-107,-92,-63,10.105961,12.054463
-44,-100,-50,-91,-59,-91,-69,-104,-99,-63,10.406011,10.505996
-55,-99,-67,-85,-69,-94,-72,-90,-88,-67,8.0054455,9.105857
-53,-94,-58,-93,-60,-86,-76,-105,-95,-68,11.255226,12.855965
-52,-98,-58,-100,-62,-101,-68,-96,-93,-74,12.525165,8.586362
-55,-94,-63,-89,-64,-94,-70,-91,-95,-69,10.630758,8.738481
-53,-95,-63,-90,-66,-94,-70,-90,-92,-67,10.322438,8.45959
-57,-93,-66,-86,-66,-91,-73,-91,-92,-66,9.542394,9.573398
-53,-95,-53,-96,-61,-100,-75,-98,-95,-73,10.336774,10.172917
-53,-96,-63,-93,-64,-94,-67,-95,-94,-71,12.174184,9.032585
-48,-102,-66,-97,-62,-100,-68,-95,-95,-66,12.412129,9.043178
-55,-92,-61,-89,-66,-93,-71,-89,-93,-69,10.115946,8.388621
-52,-101,-60,-86,-64,-98,-68,-97,-94,-67,9.104174,8.94288
-48,-90,-52,-96,-56,-86,-74,-106,-102,-64,13.182606,12.503389
-49,-98,-60,-86,-59,-92,-64,-102,-102,-62,12.017516,9.579696
-55,-99,-63,-87,-66,-91,-71,-104,-88,-66,9.533841,11.437547
-50,-109,-64,-83,-65,-101,-69,-95,-92,-65,6.8386893,8.9201145
-50,-100,-55,-91,-59,-93,-71,-110,-96,-65,10.808123,12.038526
-58,-99,-70,-86,-66,-92,-68,-95,-90,-69,10.155453,9.612986
-40,-110,-62,-90,-61,-106,-68,-95,-98,-61,9.146418,8.77548
-52,-100,-66,-86,-66,-95,-70,-93,-91,-64,9.043409,9.237866
-49,-102,-62,-97,-62,-97,-70,-95,-93,-69,11.220739,9.475782
-50,-95,-53,-102,-55,-97,-74,-109,-98,-71,13.56728,12.566972
-49,-99,-57,-94,-63,-95,-67,-97,-93,-68,11.215303,8.84824
-47,-96,-55,-89,-61,-94,-67,-100,-100,-62,11.401059,9.217064
-49,-106,-56,-85,-64,-106,-72,-93,-94,-67,6.12782,8.289903
-55,-100,-65,-86,-67,-90,-68,-96,-88,-69,9.252968,9.708575
-55,-100,-63,-79,-66,-96,-74,-92,-92,-64,6.0094247,9.465421
-47,-98,-53,-99,-57,-90,-74,-108,-99,-68,12.368623,12.741125
-45,-93,-53,-95,-58,-82,-73,-107,-99,-63,12.632003,13.011386
-58,-98,-64,-84,-69,-90,-71,-94,-87,-70,7.9757495,9.595777
-55,-92,-62,-84,-66,-87,-72,-93,-93,-65,9.296014,9.810513
-57,-98,-66,-87,-64,-94,-72,-98,-91,-68,9.594321,10.694913
-52,-100,-53,-91,-66,-104,-72,-90,-92,-73,7.696756,7.4637675
-54,-100,-67,-81,-67,-92,-69,-105,-88,-62,9.013168,11.564504
-53,-95,-56,-94,-63,-92,-74,-95,-94,-73,10.160235,10.179375
-58,-86,-61,-89,-63,-89,-73,-97,-95,-67,11.789174,10.584397
-51,-96,-62,-90,-63,-97,-71,-92,-97,-66,10.533201,8.938895
-58,-97,-63,-85,-67,-93,-73,-92,-89,-71,7.8431153,9.553475
-53,-91,-58,-85,-65,-92,-73,-93,-95,-65,9.173182,9.510524
-50,-97,-58,-91,-55,-93,-68,-109,-103,-63,13.043354,11.641003
-54,-95,-58,-94,-63,-91,-73,-98,-94,-71,10.923264,10.495287
-55,-99,-61,-85,-70,-89,-74,-91,-86,-71,6.66107,9.737761
-52,-96,-57,-96,-59,-93,-72,-102,-97,-68,12.056384,10.893189
-40,-100,-44,-98,-54,-94,-69,-109,-106,-62,12.55745,10.724834
-53,-98,-63,-86,-62,-93,-69,-104,-95,-64,10.699538,11.112807
-58,-97,-66,-85,-65,-94,-72,-97,-91,-67,9.174196,10.316919
-49,-89,-57,-88,-59,-81,-70,-104,-101,-60,12.718202,11.87315
-44,-110,-56,-93,-64,-109,-69,-93,-92,-66,7.830419,7.4309936
-49,-96,-53,-99,-61,-98,-71,-101,-93,-71,11.938479,10.245219
-56,-96,-63,-87,-65,-97,-72,-95,-91,-68,9.25923,9.694286
-48,-101,-59,-91,-59,-95,-66,-110,-98,-64,12.42718,11.39523
-50,-93,-58,-85,-64,-86,-71,-96,-97,-62,9.863524,10.024524
-46,-104,-65,-82,-61,-94,-66,-104,-99,-57,10.134827,10.715278
-54,-98,-54,-96,-61,-98,-73,-102,-94,-73,10.599695,10.495481
-46,-100,-54,-96,-64,-95,-69,-95,-93,-70,10.533959,8.869733
-48,-110,-63,-85,-64,-103,-71,-91,-95,-65,6.528525,8.365986
-49,-103,-67,-82,-66,-92,-66,-107,-90,-59,9.861031,11.476576
-55,-99,-61,-87,-63,-97,-71,-107,-92,-65,9.929178,11.386897
-44,-110,-64,-88,-61,-104,-69,-95,-98,-62,8.638251,9.014401
-51,-89,-58,-88,-60,-84,-70,-102,-100,-61,12.4679785,11.171154
-52,-100,-56,-95,-63,-96,-71,-102,-92,-72,10.539453,10.447881
-45,-106,-59,-91,-64,-104,-70,-93,-95,-66,8.64133,8.355576
-51,-98,-54,-90,-63,-96,-69,-95,-96,-69,9.64421,8.406665
-49,-102,-67,-94,-65,-99,-69,-89,-93,-67,10.796043,8.199183
-49,-106,-58,-86,-62,-100,-65,-100,-96,-67,9.082649,8.752065
-48,-100,-55,-100,-63,-106,-67,-94,-92,-73,11.703261,7.608514
-55,-94,-66,-87,-66,-90,-70,-95,-92,-65,10.677131,9.812076
-48,-97,-55,-92,-58,-88,-72,-104,-100,-65,11.300482,11.761586
-53,-101,-63,-85,-67,-96,-71,-100,-89,-64,8.393756,10.268448
-57,-95,-63,-88,-65,-93,-69,-97,-92,-70,10.621522,9.641525
-57,-92,-60,-90,-65,-91,-71,-98,-91,-70,10.841118,10.144474
-54,-96,-63,-93,-63,-94,-72,-95,-94,-69,11.098473,9.921292
-47,-96,-54,-90,-60,-90,-69,-100,-100,-64,11.120346,10.050729
-50,-101,-59,-93,-64,-98,-72,-94,-92,-70,9.350381,9.398723
-52,-98,-58,-94,-61,-92,-72,-102,-96,-68,11.221094,10.915729
-49,-109,-60,-83,-66,-103,-68,-98,-91,-66,6.670457,8.85968
-46,-100,-51,-97,-63,-102,-68,-98,-91,-70,10.597162,8.620355
-52,-95,-56,-91,-61,-89,-74,-107,-96,-66,10.930098,12.353088
-44,-103,-54,-95,-56,-92,-70,-110,-101,-65,11.925088,12.337705
-56,-89,-57,-93,-60,-87,-75,-102,-97,-68,11.969379,11.829888
-51,-90,-55,-95,-60,-91,-71,-101,-98,-67,12.939286,10.622782
-58,-96,-66,-84,-66,-93,-71,-94,-91,-68,9.04971,9.67344
-54,-92,-58,-96,-62,-97,-70,-96,-94,-71,12.379047,9.227687
-56,-94,-63,-90,-65,-88,-72,-97,-90,-69,10.532068,10.723579
-55,-94,-66,-85,-65,-86,-67,-97,-93,-65,11.178976,9.967898
-56,-93,-59,-86,-65,-91,-76,-93,-93,-68,8.248546,10.182366
-54,-99,-64,-82,-64,-94,-72,-108,-92,-61,9.243643,12.018335
-54,-97,-63,-87,-66,-95,-70,-91,-93,-67,9.379616,8.463351
-50,-96,-60,-91,-63,-89,-67,-102,-95,-66,12.198351,10.456309
-48,-92,-52,-97,-57,-95,-70,-106,-99,-66,13.489029,11.1531105
-49,-104,-58,-89,-63,-100,-67,-93,-97,-67,9.178187,7.555338
-58,-96,-63,-90,-67,-95,-71,-88,-89,-75,9.245763,8.33563
-54,-101,-53,-88,-68,-103,-73,-91,-89,-73,6.3001347,7.744592
-56,-94,-62,-89,-63,-96,-72,-101,-93,-67,10.783415,10.7981205
-47,-94,-54,-93,-58,-88,-71,-105,-100,-64,12.311411,11.762786
-51,-101,-67,-88,-61,-95,-69,-98,-97,-63,10.847178,10.184415
-46,-106,-64,-94,-63,-100,-67,-97,-94,-65,11.001539,9.06648
-51,-96,-59,-86,-66,-92,-74,-94,-92,-64,8.227212,9.963583
-42,-97,-51,-98,-60,-92,-69,-98,-99,-67,12.246645,9.687375
-54,-94,-64,-86,-64,-89,-68,-100,-95,-63,11.42465,10.210683
-53,-96,-65,-93,-65,-94,-68,-91,-93,-69,11.755251,8.45781
-49,-102,-58,-93,-63,-104,-71,-90,-96,-69,9.236364,7.7418814
-54,-101,-59,-88,-65,-92,-74,-103,-89,-69,8.261579,11.609209
-50,-100,-62,-84,-62,-92,-71,-101,-96,-62,9.189464,11.101028
-58,-99,-64,-88,-65,-92,-70,-102,-88,-70,9.841955,10.912938
-56,-99,-62,-91,-61,-95,-70,-103,-95,-70,11.147057,10.798119
-49,-103,-58,-83,-61,-95,-67,-99,-99,-63,8.787835,9.198828
-61,-94,-66,-87,-65,-90,-72,-97,-91,-70,10.170135,10.468771
-52,-107,-68,-80,-66,-97,-68,-99,-90,-64,7.4290843,10.149309
-47,-100,-57,-86,-58,-93,-66,-105,-103,-60,11.2380495,10.210947
-55,-96,-61,-88,-66,-90,-70,-93,-92,-69,9.634294,9.030308
-55,-97,-65,-88,-64,-91,-66,-98,-94,-66,11.550834,9.289894
-53,-89,-56,-90,-60,-83,-74,-104,-99,-64,11.848357,12.2185545
-57,-90,-60,-86,-64,-87,-71,-103,-92,-65,10.905267,11.294005
-44,-101,-60,-90,-58,-88,-64,-103,-102,-60,12.693341,10.234174
-51,-91,-57,-88,-60,-88,-69,-102,-100,-63,12.1152,10.667296
-55,-94,-63,-85,-62,-90,-67,-98,-97,-65,11.250778,9.649462
-55,-99,-62,-86,-67,-91,-72,-102,-87,-68,8.633787,11.368253
-48,-107,-58,-89,-58,-101,-65,-100,-101,-68,10.171894,8.842222
-57,-94,-63,-89,-67,-95,-72,-87,-91,-71,9.318449,8.1493635
-52,-99,-61,-83,-64,-96,-70,-96,-95,-64,8.515503,9.384645
-51,-100,-57,-87,-64,-98,-73,-101,-92,-66,8.260484,10.644859
-53,-97,-61,-86,-65,-89,-71,-107,-90,-64,10.0640955,11.991279
-61,-88,-61,-93,-61,-96,-72,-99,-94,-72,12.525247,10.32077
-53,-100,-56,-90,-64,-100,-71,-92,-94,-73,8.514718,8.28092
-52,-91,-55,-88,-63,-90,-70,-99,-96,-65,10.84961,9.888831
-45,-107,-67,-88,-62,-100,-70,-94,-97,-61,9.224137,9.527767
-54,-99,-56,-89,-68,-97,-71,-92,-89,-73,7.919624,8.282208
-57,-91,-64,-90,-63,-93,-72,-96,-93,-68,11.399902,10.315761
-49,-106,-69,-90,-64,-98,-67,-93,-93,-66,10.1867485,8.897624
-58,-99,-61,-89,-67,-96,-71,-93,-86,-74,8.322667,8.992295
-47,-95,-55,-94,-62,-86,-71,-98,-96,-66,11.401781,10.493746
-53,-92,-57,-95,-60,-88,-74,-101,-97,-69,12.065459,11.587177
-53,-100,-61,-84,-67,-98,-73,-93,-90,-66,7.0522714,9.243415
-46,-109,-60,-88,-65,-104,-68,-96,-92,-65,7.8654656,8.468531
-48,-108,-61,-85,-65,-102,-69,-98,-93,-65,7.5179477,9.228146
-54,-100,-65,-89,-66,-93,-70,-99,-88,-68,9.842249,10.526162
-57,-96,-64,-85,-63,-95,-72,-103,-92,-66,9.800152,11.465806
-59,-93,-63,-82,-66,-95,-78,-92,-92,-66,7.101373,10.2455435
-57,-96,-63,-89,-64,-98,-69,-96,-92,-70,10.539296,9.136215
-56,-94,-64,-84,-64,-94,-75,-102,-93,-63,9.373634,11.775041
-49,-104,-60,-79,-62,-98,-71,-97,-99,-60,6.8459287,9.545094
-49,-104,-66,-86,-62,-95,-65,-99,-96,-63,10.548322,9.558238
-50,-98,-62,-85,-59,-91,-66,-109,-99,-60,11.984163,11.619318
-53,-100,-68,-90,-67,-94,-68,-91,-90,-68,10.373664,8.646846
-55,-89,-59,-84,-65,-84,-73,-96,-94,-64,9.664046,10.563205
-49,-100,-57,-98,-63,-93,-72,-95,-93,-73,10.73115,9.891196
-53,-99,-64,-86,-65,-98,-72,-93,-92,-65,8.580634,9.32485
-58,-100,-66,-83,-69,-95,-72,-90,-87,-69,6.9973483,8.824706
-51,-103,-64,-88,-66,-99,-71,-88,-92,-68,8.060178,8.1757345
-56,-96,-63,-83,-64,-97,-75,-94,-94,-65,7.8885865,10.053464
-56,-98,-60,-87,-67,-93,-72,-90,-91,-72,7.98603,8.639399
-48,-104,-60,-94,-64,-92,-68,-104,-91,-68,10.975528,10.863591
-52,-97,-55,-93,-65,-94,-72,-98,-88,-71,9.503007,10.115735
-57,-95,-64,-87,-64,-94,-73,-99,-92,-66,9.87348,10.768781
-55,-99,-62,-89,-64,-91,-70,-106,-90,-68,10.491155,11.670183
-56,-94,-63,-95,-62,-96,-72,-97,-92,-69,11.885829,10.1320915
-56,-100,-63,-88,-66,-96,-69,-90,-91,-72,8.885687,8.093032
-52,-99,-63,-91,-65,-89,-68,-96,-92,-68,10.878131,9.565417
-45,-108,-64,-89,-66,-96,-66,-102,-89,-63,9.64971,10.1906595
-48,-108,-65,-89,-66,-100,-67,-94,-91,-66,8.885512,8.459388
-44,-106,-59,-99,-61,-107,-68,-90,-98,-69,11.02162,7.2259674
-56,-88,-59,-89,-64,-88,-72,-97,-94,-67,11.294697,10.296456
-54,-97,-66,-89,-61,-94,-69,-97,-97,-65,11.53449,9.854933
-48,-101,-56,-90,-57,-96,-69,-108,-101,-64,11.253924,11.357464
-48,-109,-62,-84,-63,-103,-72,-92,-96,-63,6.3398147,8.637437
-52,-92,-59,-94,-61,-91,-69,-97,-98,-68,12.881436,9.669014
-53,-101,-61,-96,-62,-96,-70,-102,-91,-70,11.390342,10.551579
-54,-101,-59,-91,-62,-97,-69,-107,-92,-69,10.666675,11.0146
-56,-88,-57,-90,-65,-91,-71,-92,-94,-71,10.941068,8.885466
-53,-93,-54,-93,-65,-96,-72,-97,-90,-71,10.183145,9.626096
-52,-103,-67,-85,-66,-97,-71,-93,-91,-65,8.1364975,9.458457
-55,-97,-61,-93,-61,-97,-73,-100,-96,-69,11.054515,10.597845
-55,-103,-67,-88,-69,-92,-67,-94,-85,-72,9.110343,9.171413
-50,-96,-61,-91,-65,-86,-69,-99,-92,-66,11.333709,10.579201
-52,-92,-55,-97,-61,-94,-71,-96,-98,-71,12.480377,9.350293
-55,-98,-66,-91,-67,-94,-71,-89,-90,-70,9.823931,8.640307
-60,-88,-59,-89,-62,-97,-76,-98,-93,-69,10.258033,10.763531
-47,-110,-60,-83,-63,-106,-73,-91,-97,-63,5.4211187,8.324516
-47,-107,-64,-85,-67,-98,-69,-96,-90,-62,7.6909275,9.303826
-58,-88,-62,-88,-64,-86,-75,-97,-94,-66,10.801377,11.130511
-54,-97,-63,-86,-64,-91,-71,-99,-94,-66,9.851609,10.642894
-58,-95,-65,-86,-61,-94,-70,-101,-97,-67,11.106842,10.6707
-57,-99,-65,-91,-70,-96,-68,-88,-85,-74,9.415968,7.5469084
-43,-108,-65,-87,-60,-98,-66,-101,-100,-58,10.43671,9.916695
-46,-100,-55,-90,-63,-100,-70,-94,-96,-64,9.211297,8.421193
-54,-96,-63,-84,-62,-96,-75,-100,-96,-62,8.994071,11.321263
-48,-97,-62,-87,-60,-89,-64,-101,-102,-60,12.682089,9.625107
-52,-101,-53,-91,-65,-103,-70,-90,-93,-72,8.056029,6.97066
-53,-100,-67,-82,-63,-93,-69,-103,-93,-61,9.624038,11.2645645
-49,-104,-65,-87,-67,-98,-71,-91,-91,-65,8.016565,8.886409
-54,-93,-65,-84,-65,-88,-69,-95,-95,-63,10.588556,9.712235
-54,-105,-64,-90,-66,-100,-68,-89,-90,-71,8.587853,7.3830385
-49,-104,-59,-95,-64,-100,-70,-93,-92,-71,9.592605,8.572732
-61,-92,-65,-87,-64,-89,-73,-101,-90,-69,10.504208,11.617395
-59,-95,-66,-82,-64,-93,-74,-102,-93,-64,9.087671,11.655102
-55,-100,-68,-87,-66,-95,-70,-90,-91,-68,9.182159,8.800232
-52,-97,-57,-85,-63,-93,-72,-97,-97,-65,8.721494,9.793074
-46,-105,-65,-84,-66,-96,-68,-107,-90,-59,9.297409,11.625249
-58,-92,-60,-93,-65,-92,-74,-95,-89,-73,10.390096,10.262519
-50,-94,-55,-89,-63,-89,-70,-99,-96,-66,10.579296,10.107619
-48,-93,-51,-101,-57,-99,-71,-101,-100,-71,13.474273,10.1526165
-46,-110,-57,-85,-63,-109,-70,-95,-96,-66,6.389432,8.27001
-52,-102,-62,-94,-65,-93,-69,-99,-90,-71,10.707521,10.073259
-48,-93,-60,-87,-58,-85,-66,-105,-103,-58,13.288105,11.061855
-51,-100,-64,-89,-65,-94,-69,-91,-94,-66,9.846827,8.512319
-54,-99,-61,-88,-64,-92,-69,-100,-92,-69,9.972167,10.272744
-57,-93,-57,-93,-60,-91,-75,-105,-95,-70,11.2541065,12.060049
-58,-99,-61,-87,-70,-91,-72,-94,-84,-73,7.540168,9.513249
-51,-92,-57,-93,-61,-86,-73,-100,-96,-67,11.675808,11.458159
-43,-99,-54,-96,-60,-87,-71,-105,-96,-66,11.768399,12.150271
-45,-110,-57,-86,-57,-105,-66,-102,-102,-63,8.89079,9.098716
-49,-102,-63,-86,-64,-99,-71,-93,-93,-63,8.302357,9.182996
-54,-101,-66,-84,-62,-97,-71,-101,-95,-64,9.291454,10.910964
-46,-99,-51,-96,-60,-95,-70,-99,-97,-69,10.922036,9.686777
-52,-101,-57,-90,-62,-95,-73,-107,-92,-67,9.467507,11.770295
-57,-100,-65,-86,-63,-92,-71,-101,-93,-68,9.56101,10.996279
-57,-96,-65,-89,-68,-94,-72,-87,-90,-71,9.113605,8.284472
-53,-97,-59,-84,-67,-95,-73,-92,-90,-66,7.279955,9.160073
-42,-100,-57,-83,-56,-92,-66,-107,-107,-53,11.304193,10.863656
-55,-92,-61,-83,-63,-91,-71,-98,-96,-63,9.906736,10.225483
-49,-110,-59,-85,-63,-107,-69,-94,-95,-67,6.619579,7.945089
-47,-101,-50,-98,-60,-103,-69,-99,-95,-72,10.778752,8.890975
-52,-105,-63,-90,-65,-101,-68,-92,-92,-69,8.995779,7.864678
-44,-108,-62,-91,-64,-102,-68,-94,-94,-64,9.153592,8.487976
-48,-110,-57,-79,-64,-105,-74,-93,-97,-63,3.9906538,8.627152
-50,-104,-62,-83,-68,-98,-73,-91,-89,-65,5.975905,9.094169
-60,-87,-62,-87,-62,-93,-75,-97,-95,-68,10.749359,10.917738
-52,-94,-53,-95,-57,-92,-74,-109,-99,-68,12.162097,12.47642
-51,-94,-56,-95,-61,-92,-71,-103,-95,-70,12.176574,11.229905
-51,-98,-58,-99,-61,-100,-68,-102,-94,-71,13.012464,9.783668
-40,-110,-60,-85,-58,-101,-69,-101,-103,-55,8.625992,9.984311
-59,-95,-62,-84,-67,-96,-74,-92,-89,-70,7.578622,9.402172
-47,-96,-52,-100,-60,-95,-71,-98,-97,-72,12.246295,9.9083805
-52,-103,-54,-92,-68,-99,-70,-93,-87,-75,7.7336783,8.083612
-51,-104,-67,-80,-65,-96,-70,-102,-92,-61,7.9774804,11.126134
-50,-98,-55,-100,-63,-101,-70,-98,-89,-73,11.518775,9.391523
-52,-96,-63,-88,-61,-88,-68,-102,-97,-65,11.868482,11.029054
-54,-88,-58,-92,-60,-88,-72,-102,-97,-66,12.753531,11.4360075
-46,-106,-67,-95,-62,-100,-67,-92,-95,-65,11.299013,8.449442
-54,-99,-62,-88,-67,-91,-69,-91,-90,-70,9.02979,8.56347
-42,-96,-51,-98,-55,-90,-70,-106,-103,-64,13.470743,11.698197
-50,-94,-53,-94,-61,-91,-73,-99,-97,-69,10.952132,10.563739
-52,-98,-60,-92,-62,-100,-72,-100,-95,-67,10.647526,10.256067
-43,-110,-54,-88,-62,-107,-68,-94,-98,-64,7.338388,7.4022584
-61,-90,-60,-91,-66,-94,-74,-96,-88,-73,10.172304,10.085031
-57,-91,-55,-97,-59,-99,-74,-100,-97,-74,12.139328,10.439471
-56,-92,-61,-87,-62,-88,-71,-102,-95,-65,11.149454,11.171426
-42,-107,-67,-87,-59,-97,-68,-101,-100,-56,10.538105,10.798433
-55,-95,-60,-80,-67,-94,-76,-90,-92,-64,6.174585,9.376049
-49,-100,-61,-90,-65,-97,-70,-89,-95,-66,9.390602,7.952121
-52,-92,-62,-85,-61,-88,-67,-100,-100,-61,12.107944,10.111497
-54,-100,-60,-90,-67,-99,-70,-87,-91,-71,8.463792,7.1089697
-50,-106,-68,-84,-62,-95,-65,-108,-95,-61,10.697983,11.295616
-59,-95,-63,-87,-68,-93,-70,-92,-88,-73,9.196031,8.865111
-50,-98,-58,-92,-60,-91,-70,-103,-98,-67,11.545144,11.0430565
-55,-99,-66,-80,-66,-94,-72,-100,-90,-62,7.868732,10.99468
-54,-99,-62,-92,-67,-99,-69,-93,-88,-71,9.896046,8.431186
-49,-100,-55,-90,-61,-99,-67,-101,-95,-67,10.356466,9.358588
-50,-101,-64,-89,-62,-91,-66,-97,-96,-66,11.157854,9.524875
-51,-100,-59,-93,-65,-101,-68,-91,-92,-70,10.039004,7.5166802
-57,-98,-65,-84,-68,-90,-69,-97,-87,-69,8.870047,10.026937
-57,-96,-66,-91,-67,-92,-69,-95,-88,-71,10.9616375,9.546097
-56,-98,-55,-87,-67,-102,-71,-91,-90,-73,7.4054604,7.6086917
-56,-90,-62,-88,-64,-86,-71,-96,-95,-66,11.332946,10.150725
-53,-99,-67,-88,-64,-95,-72,-90,-94,-66,9.4316435,9.252793
-55,-98,-61,-92,-60,-93,-72,-104,-95,-70,11.166493,11.704752
-56,-92,-60,-95,-62,-94,-71,-95,-95,-72,12.180879,9.495528
-57,-97,-61,-87,-69,-92,-71,-91,-87,-72,8.183315,8.726271
-51,-101,-59,-94,-63,-104,-68,-95,-92,-71,10.460002,8.340047
-56,-95,-64,-85,-66,-91,-73,-103,-89,-66,9.557509,11.879093
-48,-96,-57,-89,-63,-86,-69,-98,-97,-64,10.78564,10.025403
-52,-100,-66,-91,-63,-98,-69,-97,-92,-66,10.933003,9.786149
-57,-93,-65,-85,-68,-90,-73,-91,-90,-67,8.9464855,9.568459
-46,-103,-57,-81,-62,-95,-72,-98,-100,-59,7.1925073,9.976457
-50,-95,-64,-81,-62,-89,-70,-105,-97,-57,10.44127,12.00267
-60,-94,-65,-90,-66,-92,-72,-94,-87,-71,10.059576,9.828391
-51,-96,-62,-84,-62,-91,-69,-97,-99,-61,10.2821665,9.713195
-55,-100,-67,-85,-63,-95,-70,-96,-94,-65,9.476904,9.844412
-56,-90,-60,-92,-62,-86,-75,-102,-92,-68,11.501822,12.254367
-48,-100,-56,-98,-61,-106,-69,-96,-97,-70,11.658295,8.309489
-57,-99,-65,-83,-69,-96,-74,-87,-88,-68,6.458988,8.537765
-40,-98,-48,-99,-58,-89,-70,-102,-102,-65,12.454545,10.516739
-55,-97,-66,-86,-65,-90,-67,-100,-92,-66,10.988119,10.2361765
-51,-89,-61,-85,-62,-81,-68,-101,-99,-60,12.409422,11.001626
-51,-94,-55,-98,-59,-97,-70,-97,-99,-72,12.766996,9.385415
-56,-97,-60,-90,-65,-96,-69,-105,-90,-70,10.855563,10.680503
-59,-95,-68,-89,-68,-91,-69,-90,-89,-71,10.520392,8.583024
-48,-107,-66,-83,-64,-99,-71,-96,-94,-61,7.4673347,9.92532
-56,-98,-64,-82,-67,-95,-73,-95,-90,-66,7.5094995,9.997514
-46,-98,-51,-95,-55,-99,-67,-108,-103,-65,12.997096,10.458018
-55,-97,-65,-85,-68,-92,-71,-91,-89,-66,8.549427,9.022412
-55,-97,-60,-90,-64,-93,-74,-98,-91,-70,9.297424,10.821791
-49,-100,-62,-88,-64,-98,-72,-92,-94,-63,8.823028,9.064623
